,total_sqft,bath,price,site_location,bhk
3660,1494.0,2.0,94.55,Hadapsar,3
3662,1041.0,2.0,36.44,Hadapsar,2
3663,2017.0,2.0,125.0,Hadapsar,3
3666,881.0,2.0,48.06,Hadapsar,2
3667,900.0,2.0,55.0,Hadapsar,2
3668,3317.5,5.0,268.5,Hadapsar,4
3669,1680.0,3.0,125.0,Hadapsar,3
3670,1165.0,2.0,43.0,Hadapsar,2
3672,900.0,2.0,27.0,Hadapsar,2
3673,1590.0,3.0,131.0,Hadapsar,3
3674,2400.0,3.0,120.0,Hadapsar,3
3675,1232.0,2.0,87.0,Hadapsar,2
3676,1200.0,2.0,60.0,Hadapsar,2
3677,1171.0,2.0,72.0,Hadapsar,2
3678,5000.0,6.0,360.0,Hadapsar,5
3681,1730.0,3.0,115.0,Hadapsar,3
3682,1195.0,2.0,73.0,Hadapsar,2
3683,1820.0,3.0,89.0,Hadapsar,3
3684,1350.0,2.0,45.0,Hadapsar,2
3685,1150.0,2.0,45.0,Hadapsar,2
3686,800.0,2.0,41.145,Hadapsar,2
3687,527.0,1.0,35.0,Hadapsar,1
3688,1280.0,3.0,87.0,Hadapsar,3
3689,1798.0,3.0,110.0,Hadapsar,3
3690,1490.0,2.0,150.0,Hadapsar,2
3691,1165.0,2.0,85.0,Hadapsar,2
3693,1270.0,2.0,95.0,Hadapsar,2
3694,1850.0,3.0,120.0,Hadapsar,3
3695,1030.0,2.0,44.0,Hadapsar,2
3696,1192.0,2.0,53.5,Hadapsar,2
3697,900.0,2.0,27.98,Hadapsar,2
3698,1890.0,4.0,125.0,Hadapsar,3
3699,1221.0,3.0,65.0,Hadapsar,3
3700,2119.0,4.0,111.0,Hadapsar,4
3701,1240.0,2.0,55.0,Hadapsar,2
3702,1525.0,2.0,91.48,Hadapsar,3
3703,1072.0,2.0,45.0,Hadapsar,2
3704,1134.0,2.0,55.0,Hadapsar,2
3705,488.0,1.0,20.0,Hadapsar,1
3706,1080.0,2.0,38.0,Hadapsar,2
3707,3565.0,4.0,218.0,Hadapsar,4
3708,1150.0,2.0,39.0,Hadapsar,2
3709,1068.0,2.0,43.0,Hadapsar,2
3710,1120.0,2.0,51.0,Hadapsar,2
3711,1200.0,3.0,78.0,Hadapsar,2
3712,900.0,2.0,27.0,Hadapsar,2
3714,1195.0,2.0,100.0,Hadapsar,2
3715,1195.0,2.0,42.4,Hadapsar,2
3717,980.0,2.0,51.0,Hadapsar,2
3718,900.0,2.0,46.29,Hadapsar,2
3719,1457.0,2.0,60.0,Hadapsar,2
3720,1382.0,2.0,84.5,Hadapsar,2
3722,1938.0,3.0,105.0,Hadapsar,3
3727,1355.0,2.0,73.0,Hadapsar,2
3729,1128.0,2.0,65.0,Hadapsar Industrial Estate,2
3730,3000.0,5.0,260.0,Hadapsar Industrial Estate,4
3731,4624.5,2.0,453.0,Hadapsar Industrial Estate,4
3732,1385.0,2.0,80.0,Hadapsar Industrial Estate,2
3733,665.0,1.0,36.85,Hadapsar Industrial Estate,1
3736,2842.0,3.0,162.0,Hadapsar Industrial Estate,3
3737,1150.0,2.0,72.2,Hadapsar Industrial Estate,2
3738,1050.0,2.0,53.5,Hadapsar Industrial Estate,2
3739,1100.0,2.0,50.0,Hadapsar Industrial Estate,2
3741,1140.0,2.0,43.0,Hadapsar Industrial Estate,2
3742,1200.0,2.0,80.0,Hadapsar Industrial Estate,2
3743,2000.0,3.0,200.0,Hadapsar Industrial Estate,3
3744,1205.0,2.0,75.0,Hadapsar Industrial Estate,2
3745,1306.0,2.0,55.91,Hadapsar Industrial Estate,2
3746,1100.0,2.0,75.0,Hadapsar Industrial Estate,2
3747,1655.0,2.0,97.65,Hadapsar Industrial Estate,2
3748,2065.0,4.0,210.0,Hadapsar Industrial Estate,3
3749,4000.0,5.0,280.0,Hadapsar Industrial Estate,4
3750,1084.0,2.0,55.0,Hadapsar Industrial Estate,2
3751,995.0,2.0,46.0,Hadapsar Industrial Estate,2
3752,1150.0,2.0,55.0,Hadapsar Industrial Estate,2
3753,1596.0,3.0,95.0,Hadapsar Industrial Estate,3
3754,3250.0,4.0,180.0,Hadapsar Industrial Estate,4
3755,2720.0,5.0,210.0,Hadapsar Industrial Estate,3
3756,1060.0,3.0,62.0,Hadapsar Industrial Estate,3
3757,2900.0,3.0,285.0,Hadapsar Industrial Estate,3
3758,1350.0,2.0,80.99,Hadapsar Industrial Estate,3
3759,1550.0,3.0,83.0,Hadapsar Industrial Estate,3
3760,2360.0,4.0,150.0,Hadapsar Industrial Estate,4
3761,4200.0,1.0,160.0,Hadapsar Industrial Estate,2
3762,1150.0,2.0,48.0,Hadapsar Industrial Estate,2
3764,1850.0,6.0,150.0,Hadapsar Industrial Estate,6
3765,1110.0,2.0,43.0,Hadapsar Industrial Estate,2
3766,1135.0,2.0,32.91,Hadapsar Industrial Estate,2
3767,1445.0,2.0,105.0,Hadapsar Industrial Estate,3
3769,2550.0,4.0,149.0,Hadapsar Industrial Estate,4
3771,1225.0,2.0,47.0,Hadapsar Industrial Estate,2
3772,1180.0,2.0,74.0,Hadapsar Industrial Estate,2
3773,695.0,1.0,25.0,Hadapsar Industrial Estate,2
3774,1200.0,2.0,49.0,Hadapsar Industrial Estate,2
3775,1300.0,2.0,50.0,Hadapsar Industrial Estate,2
3777,827.0,2.0,45.0,Hadapsar Industrial Estate,2
3778,1115.0,2.0,50.0,Hadapsar Industrial Estate,2
3779,644.0,1.0,40.0,Hadapsar Industrial Estate,1
3780,2400.0,2.0,152.0,Hadapsar Industrial Estate,3
3781,1200.0,2.0,79.55,Hadapsar Industrial Estate,2
3783,1027.0,2.0,68.62,Hadapsar Industrial Estate,2
3784,1240.0,2.0,45.0,Hadapsar Industrial Estate,2
3787,2002.0,3.0,120.0,Hadapsar Industrial Estate,3
3789,4408.0,4.0,344.0,Hadapsar Industrial Estate,4
3790,2008.0,3.0,170.0,Hadapsar Industrial Estate,3
3791,1100.0,2.0,44.55,Hadapsar Industrial Estate,2
3792,1693.0,3.0,125.0,Hadapsar Industrial Estate,3
3793,865.0,2.0,40.0,Hadapsar Industrial Estate,2
3797,1756.0,3.0,134.0,Hadapsar Industrial Estate,3
3798,1259.0,2.0,69.45,Hadapsar Industrial Estate,2
3799,1100.0,2.0,61.0,Hadapsar Industrial Estate,2
3803,795.0,2.0,32.54,Hadapsar Industrial Estate,2
3804,1415.0,2.0,74.0,Hadapsar Industrial Estate,3
3805,1245.0,2.0,55.0,Hadapsar Industrial Estate,2
3807,1069.0,2.0,55.0,Hadapsar Industrial Estate,2
3808,1065.0,2.0,58.0,Hadapsar Industrial Estate,2
3812,630.0,1.0,33.7,Hadapsar Industrial Estate,1
3813,1230.0,2.0,80.0,Hadapsar Industrial Estate,2
3814,1100.0,2.0,60.0,Hadapsar Industrial Estate,2
3815,1170.0,2.0,85.0,Hadapsar Industrial Estate,2
3816,1184.0,2.0,62.0,Hadapsar Industrial Estate,2
3817,860.0,1.0,31.0,Hadapsar Industrial Estate,2
3818,1012.0,2.0,44.0,Hadapsar Industrial Estate,2
3821,1183.0,2.0,79.54,Hadapsar Industrial Estate,2
3823,1195.0,2.0,53.105,Hadapsar Industrial Estate,2
3824,1050.0,2.0,42.0,Hadapsar Industrial Estate,2
3825,1507.0,3.0,80.0,Hadapsar Industrial Estate,3
3826,966.0,2.0,58.0,Hadapsar Industrial Estate,2
3827,1080.0,2.0,38.0,Hadapsar Industrial Estate,2
3828,1000.0,1.0,65.0,Hadapsar Industrial Estate,2
3829,936.0,2.0,45.0,Hadapsar Industrial Estate,2
3830,2051.0,3.0,170.0,Hadapsar Industrial Estate,3
3831,1020.0,2.0,52.0,Hadapsar Industrial Estate,2
3833,2089.0,3.0,148.0,Hadapsar Industrial Estate,3
3835,1691.0,3.0,119.0,Hadapsar Industrial Estate,3
3838,1425.0,2.0,94.0,Hadapsar Industrial Estate,2
3839,1919.0,3.0,117.0,Hadapsar Industrial Estate,3
3840,1925.0,3.0,125.0,Hingne Khurd,3
3841,1870.0,3.0,110.0,Hingne Khurd,3
3842,1080.0,2.0,72.0,Hingne Khurd,2
3843,1000.0,2.0,55.0,Hingne Khurd,2
3844,2264.0,3.0,159.0,Hingne Khurd,3
3845,1056.0,2.0,61.0,Hingne Khurd,2
3846,1000.0,1.0,70.0,Hingne Khurd,1
3847,1175.0,2.0,73.5,Hingne Khurd,2
3848,3335.0,5.0,300.0,Hingne Khurd,4
3850,1146.0,2.0,70.0,Hingne Khurd,2
3851,1125.0,2.0,40.0,Hingne Khurd,2
3852,1194.0,2.0,47.0,Hingne Khurd,2
3853,654.0,1.0,38.4,Hingne Khurd,1
3855,900.0,2.0,45.0,Hingne Khurd,2
3857,1160.0,2.0,52.0,Hingne Khurd,2
3858,1197.0,2.0,47.8,Hingne Khurd,2
3859,1185.0,2.0,75.84,Hingne Khurd,2
3860,1195.0,2.0,100.0,Hingne Khurd,2
3861,1455.0,3.0,73.31,Hingne Khurd,3
3862,1155.0,2.0,40.42,Hingne Khurd,2
3864,1060.0,2.0,45.0,Hingne Khurd,2
3866,1075.0,2.0,60.0,Hingne Khurd,2
3867,970.0,2.0,35.0,Hingne Khurd,2
3868,1175.0,2.0,47.0,Hingne Khurd,2
3869,1230.0,2.0,76.0,Hingne Khurd,2
3870,700.0,1.0,35.0,Hingne Khurd,1
3871,1175.0,2.0,75.0,Hingne Khurd,2
3872,1205.0,2.0,60.0,Hingne Khurd,2
3873,1030.0,2.0,77.25,Hingne Khurd,2
3874,1112.0,2.0,88.0,Hingne Khurd,2
3875,1125.0,2.0,65.0,Hingne Khurd,2
3876,715.0,1.0,45.0,Hingne Khurd,1
3877,950.0,2.0,40.0,Hingne Khurd,2
3879,1255.0,2.0,66.0,Hingne Khurd,2
3881,1397.0,3.0,105.0,Hingne Khurd,3
3882,1280.0,2.0,48.0,Hingne Khurd,2
3887,1160.0,2.0,42.0,Hingne Khurd,2
3888,700.0,1.0,32.0,Hingne Khurd,2
3889,654.0,1.0,22.0,Hingne Khurd,1
3890,1507.0,2.0,95.0,Hingne Khurd,3
3891,2856.0,5.0,154.5,Hingne Khurd,4
3892,1464.0,2.0,56.0,Hingne Khurd,2
3893,982.0,2.0,37.0,Hingne Khurd,2
3894,1700.0,3.0,108.0,Hingne Khurd,3
3895,1933.0,3.0,98.0,Hingne Khurd,3
3898,2210.0,3.0,156.0,Hingne Khurd,3
3899,1200.0,2.0,54.0,Hingne Khurd,2
3900,935.0,2.0,35.53,Hingne Khurd,2
3901,2264.0,3.0,168.0,Hingne Khurd,3
3902,3200.0,3.0,260.0,Hingne Khurd,3
3903,1250.0,2.0,67.0,Hingne Khurd,2
3904,3657.0,5.0,310.0,Hingne Khurd,5
3905,1175.0,2.0,49.0,Hingne Khurd,2
3906,924.0,2.0,35.11,Hingne Khurd,2
3908,3600.0,4.0,245.0,Hingne Khurd,4
3909,2099.0,3.0,147.0,Hingne Khurd,3
3910,3122.0,6.0,235.0,Hingne Khurd,4
3911,1000.0,2.0,33.0,Hingne Khurd,2
3912,1000.0,2.0,34.0,Hingne Khurd,2
3913,1200.0,2.0,62.0,Hingne Khurd,2
3914,1232.0,2.0,83.0,Hingne Khurd,2
3915,1409.0,2.0,95.0,Hingne Khurd,2
3916,1260.0,2.0,73.0,Hingne Khurd,3
3917,1410.0,3.0,92.0,Hingne Khurd,2
3918,1214.0,2.0,67.0,Hingne Khurd,2
3919,1213.0,2.0,48.0,Hingne Khurd,2
3920,1400.0,2.0,44.8,Hingne Khurd,2
3921,1017.0,2.0,66.0,Hingne Khurd,2
3922,900.0,2.0,41.0,Hingne Khurd,2
3924,1230.0,2.0,44.0,Hingne Khurd,2
3926,1175.0,2.0,52.86,Hingne Khurd,2
3928,910.0,2.0,36.0,Hingne Khurd,2
3929,1800.0,3.0,150.0,Hingne Khurd,3
3930,1680.0,3.0,126.0,Hingne Khurd,3
3931,3000.0,5.0,130.0,Hingne Khurd,8
3933,2882.0,5.0,200.0,Hingne Khurd,4
3934,1100.0,2.0,44.0,Hingne Khurd,2
3935,1585.0,2.0,90.0,Hingne Khurd,2
3938,1047.0,2.0,91.0,Hingne Khurd,2
3939,1160.0,2.0,57.0,Hingne Khurd,2
3940,2360.0,3.0,185.0,Hingne Khurd,4
3941,1100.0,2.0,76.3,Hingne Khurd,3
3943,1470.0,2.0,99.0,Hingne Khurd,3
3944,2072.0,3.0,108.0,Hingne Khurd,3
3946,1600.0,3.0,105.0,Hingne Khurd,3
3948,1720.0,3.0,128.0,Hingne Khurd,3
3949,980.0,2.0,41.0,Hingne Khurd,2
3951,700.0,2.0,36.0,Jangali Maharaj Road,2
3953,1500.0,2.0,115.0,Jangali Maharaj Road,2
3955,1200.0,2.0,55.0,Jangali Maharaj Road,2
3956,1100.0,2.0,46.0,Jangali Maharaj Road,2
3957,1897.0,3.0,130.0,Jangali Maharaj Road,3
3958,1425.0,2.0,80.0,Jangali Maharaj Road,2
3959,918.0,2.0,48.0,Jangali Maharaj Road,2
3960,971.5,2.0,36.435,Jangali Maharaj Road,2
3961,630.0,1.0,39.0,Jangali Maharaj Road,1
3962,1246.0,2.0,68.0,Jangali Maharaj Road,2
3963,900.0,2.0,46.0,Jangali Maharaj Road,2
3964,1181.0,2.0,55.0,Jangali Maharaj Road,2
3965,812.0,2.0,55.0,Jangali Maharaj Road,2
3966,1745.0,3.0,104.0,Jangali Maharaj Road,3
3967,1560.0,3.0,85.0,Jangali Maharaj Road,3
3968,1100.0,2.0,52.0,Jangali Maharaj Road,2
3969,1200.0,2.0,66.0,Jangali Maharaj Road,2
3970,1150.0,2.0,52.75,Jangali Maharaj Road,2
3971,1028.0,2.0,49.0,Jangali Maharaj Road,2
3973,1035.0,2.0,40.5,Jangali Maharaj Road,2
3974,1300.0,2.0,70.0,Jangali Maharaj Road,3
3975,1185.5,2.0,58.68,Jangali Maharaj Road,2
3977,1255.0,2.0,50.0,Jangali Maharaj Road,2
3978,1025.0,2.0,54.5,Jangali Maharaj Road,2
3980,1296.0,2.0,89.06,Jangali Maharaj Road,2
3981,1030.0,2.0,34.5,Jangali Maharaj Road,2
3982,3200.0,3.0,190.0,Jangali Maharaj Road,4
3983,902.0,2.0,42.0,Jangali Maharaj Road,2
3984,975.0,2.0,55.0,Jangali Maharaj Road,2
3985,1185.0,2.0,59.0,Jangali Maharaj Road,2
3986,1082.0,2.0,55.0,Jangali Maharaj Road,3
3987,1512.0,1.0,65.01,Jangali Maharaj Road,2
3988,1178.0,2.0,78.0,Jangali Maharaj Road,2
3989,1825.0,3.0,126.0,Jangali Maharaj Road,3
3990,1842.0,3.0,115.0,Jangali Maharaj Road,3
3991,1200.0,3.0,85.0,Jangali Maharaj Road,2
3992,870.0,2.0,36.0,Jangali Maharaj Road,2
3993,606.0,1.0,40.0,Jangali Maharaj Road,1
3994,1230.0,2.0,59.0,Jangali Maharaj Road,2
3995,1500.0,3.0,95.0,Jangali Maharaj Road,3
3996,960.0,2.0,33.0,Jangali Maharaj Road,2
3997,1041.0,2.0,40.6,Jangali Maharaj Road,2
3998,1343.0,2.0,86.0,Jangali Maharaj Road,2
3999,1140.0,2.0,48.95,Jangali Maharaj Road,2
4000,1936.0,3.0,110.0,Jangali Maharaj Road,3
4001,708.0,1.0,55.0,Jangali Maharaj Road,2
4002,1689.0,3.0,103.0,Jangali Maharaj Road,3
4003,2200.0,3.0,121.0,Jangali Maharaj Road,3
4004,1260.0,2.0,100.0,Jangali Maharaj Road,2
4005,1200.0,3.0,65.0,Jangali Maharaj Road,3
4007,2000.0,4.0,130.0,Jangali Maharaj Road,3
4008,1200.0,2.0,45.6,Jangali Maharaj Road,2
4009,1090.0,2.0,38.15,Jangali Maharaj Road,2
4010,1007.0,2.0,62.0,Jangali Maharaj Road,2
4011,1150.0,2.0,70.0,Jangali Maharaj Road,2
4012,1100.0,2.0,41.16,Jangali Maharaj Road,2
4014,1200.0,2.0,70.0,Jangali Maharaj Road,2
4015,1452.0,3.0,90.0,Jangali Maharaj Road,3
4016,1245.0,2.0,62.0,Jangali Maharaj Road,2
4017,655.0,1.0,27.0,Jangali Maharaj Road,1
4018,7800.0,6.0,385.0,Jangali Maharaj Road,5
4019,1020.0,2.0,55.0,Jangali Maharaj Road,2
4020,1025.0,2.0,35.88,Jangali Maharaj Road,2
4021,1365.0,2.0,72.0,Jangali Maharaj Road,3
4022,1000.0,2.0,46.0,Jangali Maharaj Road,2
4023,1285.0,2.0,65.0,Jangali Maharaj Road,2
4024,1216.0,2.0,82.0,Jangali Maharaj Road,2
4025,1550.0,3.0,86.8,Jangali Maharaj Road,3
4026,1212.0,2.0,56.9,Jangali Maharaj Road,2
4028,1065.0,2.0,41.38,Jangali Maharaj Road,2
4029,1703.0,3.0,126.0,Jangali Maharaj Road,3
4030,1489.0,3.0,88.0,Jangali Maharaj Road,3
4032,1032.0,2.0,45.0,Jangali Maharaj Road,2
4033,1896.0,3.0,102.0,Jangali Maharaj Road,3
4034,1642.0,2.0,115.0,Jangali Maharaj Road,3
4036,1411.0,3.0,93.25,Jangali Maharaj Road,3
4037,993.0,2.0,42.0,Jangali Maharaj Road,2
4038,1200.0,2.0,73.0,Jangali Maharaj Road,2
4039,1000.0,2.0,35.0,Jangali Maharaj Road,2
4040,1411.0,3.0,100.0,Jangali Maharaj Road,3
4044,1884.0,4.0,117.0,Jangali Maharaj Road,3
4045,1200.0,3.0,70.0,Jangali Maharaj Road,3
4046,1112.0,2.0,62.0,Jangali Maharaj Road,2
4048,475.0,1.0,26.0,Jangali Maharaj Road,1
4050,1105.0,2.0,40.0,Jangali Maharaj Road,2
4052,1100.0,2.0,39.9,Jangali Maharaj Road,2
4053,800.0,2.0,32.0,Jangali Maharaj Road,2
4054,1107.0,2.0,44.0,Jangali Maharaj Road,2
4055,1700.0,3.0,111.0,Jangali Maharaj Road,3
4056,970.0,2.0,57.0,Jangali Maharaj Road,2
4057,1070.0,2.0,45.5,Kalyani Nagar,2
4058,1900.0,3.0,119.0,Kalyani Nagar,3
4059,1200.0,2.0,60.0,Kalyani Nagar,2
4060,2805.0,5.0,154.0,Kalyani Nagar,4
4061,1075.0,2.0,45.8,Kalyani Nagar,2
4062,810.0,2.0,24.5,Kalyani Nagar,2
4063,920.0,2.0,40.0,Kalyani Nagar,2
4064,1005.0,2.0,55.78,Kalyani Nagar,2
4065,1500.0,3.0,115.0,Kalyani Nagar,3
4066,1281.0,2.0,74.0,Kalyani Nagar,2
4069,1372.0,2.0,61.0,Kalyani Nagar,2
4072,2817.5,2.0,204.0,Kalyani Nagar,4
4073,1140.0,2.0,50.66,Kalyani Nagar,2
4074,1200.0,2.0,53.33,Kalyani Nagar,2
4075,925.0,2.0,51.0,Kalyani Nagar,2
4076,1170.0,2.0,38.0,Kalyani Nagar,2
4077,1200.0,2.0,50.0,Kalyani Nagar,2
4078,1175.0,2.0,48.27,Kalyani Nagar,2
4080,1152.0,2.0,69.0,Kalyani Nagar,2
4081,1100.0,2.0,45.0,Kalyani Nagar,2
4082,900.0,2.0,56.0,Kalyani Nagar,2
4083,1196.0,2.0,51.15,Kalyani Nagar,2
4084,3400.0,5.0,240.0,Kalyani Nagar,4
4086,1166.0,2.0,53.0,Kalyani Nagar,2
4087,1440.0,2.0,115.0,Kalyani Nagar,2
4088,858.0,2.0,31.57,Kalyani Nagar,2
4089,2400.0,4.0,180.0,Kalyani Nagar,3
4090,1720.0,3.0,135.0,Kalyani Nagar,3
4092,929.0,2.0,48.0,Kalyani Nagar,2
4093,1274.0,2.0,81.0,Kalyani Nagar,2
4094,1320.0,2.0,79.5,Kalyani Nagar,2
4095,1146.0,2.0,55.0,Kalyani Nagar,2
4097,1080.0,2.0,73.0,Kalyani Nagar,2
4098,1789.0,3.0,98.0,Kalyani Nagar,3
4100,1665.0,3.0,105.0,Kalyani Nagar,3
4101,861.0,2.0,34.5,Kalyani Nagar,2
4103,710.0,2.0,40.0,Kalyani Nagar,1
4104,1450.0,2.0,81.0,Kalyani Nagar,3
4105,1125.0,2.0,47.0,Kalyani Nagar,2
4106,1050.0,2.0,46.0,Kalyani Nagar,2
4107,1184.0,2.0,69.0,Kalyani Nagar,2
4108,1680.0,3.0,101.0,Kalyani Nagar,3
4109,1949.0,3.0,133.0,Kalyani Nagar,3
4110,635.0,1.0,26.0,Kalyani Nagar,1
4111,1031.0,2.0,53.0,Kalyani Nagar,2
4112,750.0,1.0,51.0,Kalyani Nagar,1
4115,1039.0,2.0,39.5,Kalyani Nagar,2
4116,1230.0,2.0,79.0,Kalyani Nagar,2
4118,1232.0,2.0,74.0,Kalyani Nagar,2
4121,960.0,2.0,37.0,Kalyani Nagar,2
4122,1100.0,2.0,55.0,Kalyani Nagar,2
4123,1546.0,3.0,95.0,Kalyani Nagar,3
4125,1311.0,2.0,84.86,Kalyani Nagar,3
4126,2095.0,3.0,142.0,Kalyani Nagar,3
4127,1485.0,3.0,132.0,Kalyani Nagar,2
4128,952.0,2.0,49.0,Kalyani Nagar,2
4129,662.0,1.0,29.0,Kalyani Nagar,1
4130,900.0,2.0,65.0,Kalyani Nagar,2
4132,1227.0,2.0,70.0,Kalyani Nagar,2
4133,1919.0,3.0,121.0,Kalyani Nagar,3
4134,1200.0,1.0,36.0,Kalyani Nagar,2
4135,1702.0,3.0,115.0,Kalyani Nagar,3
4136,1210.0,2.0,80.0,Kalyani Nagar,2
4137,1200.0,2.0,62.0,Kalyani Nagar,2
4138,1242.0,2.0,75.0,Kalyani Nagar,2
4139,1163.0,2.0,68.0,Kalyani Nagar,2
4140,2400.0,3.0,177.0,Kalyani Nagar,3
4142,1200.0,2.0,66.0,Kalyani Nagar,3
4143,3600.0,5.0,145.0,Kalyani Nagar,5
4144,1100.0,2.0,45.0,Kalyani Nagar,2
4145,1225.0,2.0,45.0,Kalyani Nagar,2
4146,1110.0,2.0,39.9,Kalyani Nagar,2
4147,1205.0,2.0,41.0,Kalyani Nagar,2
4148,1645.0,3.0,117.0,Kalyani Nagar,3
4149,1500.0,2.0,120.0,Kalyani Nagar,3
4150,1128.0,2.0,67.0,Kalyani Nagar,2
4152,960.0,2.0,50.0,Kalyani Nagar,2
4153,2500.0,5.0,185.0,Kalyani Nagar,6
4155,1200.0,2.0,115.0,Kalyani Nagar,2
4156,1270.0,2.0,73.0,Kalyani Nagar,3
4157,1423.0,2.0,85.0,Kalyani Nagar,3
4158,1200.0,2.0,60.5,Kalyani Nagar,2
4159,1200.0,2.0,44.73,Kalyani Nagar,2
4160,1655.0,3.0,95.0,Kalyani Nagar,3
4161,980.0,2.0,60.0,Kalyani Nagar,3
4162,1360.0,2.0,78.19,Kalyani Nagar,2
4163,1346.0,2.0,74.03,Kalyani Nagar,2
4164,2099.0,3.0,134.0,Kalyani Nagar,3
4165,1353.0,2.0,110.0,Kalyani Nagar,2
4166,1724.0,3.0,125.0,Karve Nagar,3
4167,805.0,2.0,22.14,Karve Nagar,2
4168,1991.0,4.0,103.0,Karve Nagar,3
4170,1140.0,2.0,40.0,Karve Nagar,2
4171,1045.0,2.0,45.0,Karve Nagar,2
4173,1575.0,3.0,125.0,Karve Nagar,3
4175,1315.0,2.0,85.0,Karve Nagar,2
4176,565.0,1.0,35.0,Karve Nagar,1
4177,1542.0,2.0,85.0,Karve Nagar,3
4179,900.0,2.0,46.0,Karve Nagar,2
4180,1280.0,2.0,40.0,Karve Nagar,2
4181,1250.0,2.0,65.0,Karve Nagar,2
4182,1020.0,2.0,42.83,Karve Nagar,2
4183,1420.0,2.0,75.0,Karve Nagar,3
4184,595.0,1.0,31.83,Karve Nagar,1
4185,1255.0,2.0,57.5,Karve Nagar,2
4186,1040.0,2.0,46.0,Karve Nagar,2
4187,1031.0,2.0,56.35,Karve Nagar,2
4188,1550.0,2.0,90.0,Karve Nagar,3
4190,1299.0,2.0,82.0,Karve Nagar,2
4191,1030.0,2.0,42.0,Karve Nagar,2
4192,1350.0,2.0,91.0,Karve Nagar,2
4195,2000.0,3.0,99.0,Karve Nagar,3
4196,1639.0,3.0,123.0,Karve Nagar,3
4197,1500.0,2.0,84.0,Karve Nagar,2
4198,1868.0,3.0,121.0,Karve Nagar,3
4199,1175.0,2.0,47.0,Karve Nagar,2
4200,1330.0,3.0,72.0,Karve Nagar,3
4201,2080.0,3.0,175.0,Karve Nagar,3
4202,2483.0,5.0,230.0,Karve Nagar,4
4204,915.0,2.0,32.0,Karve Nagar,2
4206,2283.0,4.0,130.0,Karve Nagar,4
4207,440.0,1.0,28.0,Karve Nagar,1
4208,1235.0,2.0,60.0,Karve Nagar,2
4209,1200.0,2.0,34.0,Karve Nagar,2
4210,1130.0,2.0,78.0,Karve Nagar,2
4211,1220.0,2.0,48.79,Karve Nagar,2
4212,1170.0,2.0,40.0,Karve Nagar,2
4213,2111.0,4.0,120.0,Karve Nagar,3
4214,1500.0,2.0,78.25,Karve Nagar,3
4215,1179.0,2.0,49.0,Karve Nagar,2
4217,1180.0,2.0,41.0,Karve Nagar,2
4218,1253.0,2.0,57.0,Karve Nagar,2
4219,1680.0,3.0,135.0,Karve Nagar,3
4220,2420.0,4.0,190.0,Karve Nagar,4
4221,4000.0,4.0,380.0,Karve Nagar,4
4224,766.0,2.0,28.0,Karve Nagar,2
4225,925.0,2.0,35.0,Karve Nagar,2
4226,1115.0,2.0,50.0,Karve Nagar,2
4227,2215.0,4.0,150.0,Karve Nagar,3
4228,674.0,1.0,19.9,Karve Nagar,2
4231,1410.0,2.0,73.0,Karve Nagar,3
4234,1250.0,2.0,55.0,Karve Nagar,2
4235,1100.0,2.0,65.0,Karve Nagar,2
4237,1059.0,2.0,68.0,Karve Nagar,2
4238,2087.01,3.0,115.0,Karve Nagar,3
4239,1315.0,3.0,65.0,Karve Nagar,3
4240,1250.0,2.0,79.0,Karve Nagar,2
4241,1386.0,2.0,85.0,Karve Nagar,2
4242,1210.0,2.0,50.0,Karve Nagar,2
4243,1030.0,2.0,75.0,Karve Nagar,2
4244,1792.0,3.0,104.0,Karve Nagar,3
4246,1244.0,2.0,95.0,Karve Nagar,2
4248,975.0,2.0,60.0,Karve Nagar,2
4249,2440.0,3.0,142.0,Karve Nagar,3
4250,2404.0,3.0,138.0,Karve Nagar,3
4251,980.0,3.0,80.0,Karve Nagar,3
4252,900.0,2.0,55.0,Karve Nagar,2
4253,1142.0,2.0,56.0,Karve Nagar,2
4254,900.0,2.0,41.0,Karve Nagar,2
4255,1430.0,2.0,78.0,Karve Nagar,2
4256,1777.26,3.0,92.0,Karve Nagar,3
4257,7000.0,8.0,450.0,Karve Nagar,4
4258,1291.0,2.0,75.0,Karve Nagar,2
4259,648.0,1.0,40.0,Karve Nagar,1
4260,1200.0,2.0,75.0,Karve Nagar,4
4261,905.0,2.0,58.0,Karve Nagar,2
4262,1021.0,2.0,46.0,Karve Nagar,2
4263,1760.0,3.0,90.0,Karve Nagar,3
4264,1690.0,2.0,116.0,Karve Nagar,3
4265,5515.0,6.0,425.0,Karve Nagar,5
4268,1432.0,2.0,85.0,Karve Nagar,2
4269,3100.0,7.0,145.0,Karve Nagar,7
4270,1095.0,2.0,45.0,Karve Nagar,2
4271,1830.0,3.0,121.0,Karve Nagar,3
4272,1215.0,2.0,65.0,Karve Nagar,2
4273,625.0,1.0,25.0,Karve Nagar,2
4274,1181.0,2.0,55.0,Karve Nagar,2
4275,1405.0,2.0,85.0,Karve Nagar,3
4277,1535.0,3.0,83.0,Karve Road,3
4281,3000.0,5.0,275.0,Karve Road,4
4282,1337.0,2.0,82.0,Karve Road,2
4284,975.0,2.0,65.0,Karve Road,2
4287,2750.0,4.0,220.0,Karve Road,4
4288,2200.0,3.0,187.0,Karve Road,3
4289,2465.0,5.0,234.0,Karve Road,3
4292,1420.0,2.0,136.0,Karve Road,2
